OBJECTID,Sign_Type,Size_,Supplement,Sign_Post,Year_Insta,Category,Notes,MUTCD,Ownership,FACILITYID,Schools,Location_Adjusted,Replacement_Zone,Sign_Text,Set_ID,FieldVerifiedDate,GlobalID,Latitude,Longitude
106,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,107,Not Specified,AERIAL,E,Not Specified,88,Not Specified,{0A1D40A1-2286-4F2D-AB58-EE9981888978},40.089909907696715,-88.28169149589358
107,Stop,"30""",Cross Traffic Does Not Stop,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,108,Not Specified,AERIAL,E,Not Specified,89,Not Specified,{CB69EFC5-10F7-4DDA-A7A8-1AB609772943},40.08696206410715,-88.28148136418544
108,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,109,Not Specified,AERIAL,E,Not Specified,90,Not Specified,{13A79D9A-DE51-43F3-B8BB-89F3EAB5EF12},40.08628318376507,-88.28165939644082
109,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,110,Not Specified,AERIAL,E,Not Specified,91,Not Specified,{EC59CCD4-E24A-4022-874F-B03BFA698B04},40.08565147439719,-88.28141767417365
110,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,111,Not Specified,AERIAL,E,Not Specified,92,Not Specified,{C51536FD-3C61-4408-AD11-8D9062BBE61B},40.08554704152757,-88.28164836951888
111,Stop,"30""",Cross Traffic Does Not Stop,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,112,Not Specified,AERIAL,E,Not Specified,93,Not Specified,{D224A4A0-CD7F-488A-A7F6-EBB003BB6C31},40.08716070178135,-88.28160908297374
112,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,113,Not Specified,AERIAL,E,Not Specified,94,Not Specified,{BAC7BE51-EC58-4882-96BF-D413F79FE3CC},40.087745409034206,-88.28166776640376
113,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,114,Not Specified,AERIAL,E,Not Specified,95,Not Specified,{598D7B68-9514-4BAB-9AB6-149B9573DD50},40.08846352757264,-88.28168881435674
114,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,115,Not Specified,AERIAL,E,Not Specified,96,Not Specified,{3ABE81F2-D6EB-4266-A315-2B719481C083},40.089182066185295,-88.28168870050132
115,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,116,Not Specified,AERIAL,E,Not Specified,97,Not Specified,{F1A26F59-A1D9-46CC-BF4B-5EAD71C5EEAB},40.08704505941044,-88.28519938812188
116,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,117,Not Specified,AERIAL,E,Not Specified,98,Not Specified,{A33DEF4B-CF03-415B-809A-233F1D635127},40.08688705025902,-88.2852425077882
117,Stop,"30""",Not Specified,Unpunched Telespar,2014-01-01,Regulatory,Not Specified,R1-1,Champaign,118,Not Specified,AERIAL,E,Not Specified,99,Not Specified,{B1780CCB-8AA0-4E09-9AA0-E8B95F05B6AD},40.086925311313195,-88.28543073452344
118,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,119,Not Specified,AERIAL,E,Not Specified,100,Not Specified,{10AA19FE-8675-4E7F-ADFE-7C5D4DE4825C},40.087083529031396,-88.2853887079521
119,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,120,Not Specified,AERIAL,E,Winchester Dr,101,Not Specified,{D925F647-2EA3-46B4-8A89-941909C5F554},40.09462323669788,-88.28419820485296
120,Streetname,"6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,121,Not Specified,AERIAL,E,Crescent Dr,71,Not Specified,{463C0E96-2D1B-4E08-8B5A-9D5E0E4698BF},40.09464860010661,-88.28346881399293
121,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,122,Not Specified,AERIAL,E,Broadmoor Dr,102,Not Specified,{B9233CE7-2E98-467D-937B-5BD3BB2253AF},40.094646983325916,-88.28530140249393
122,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,123,Not Specified,AERIAL,E,Rebecca Dr,72,Not Specified,{7787CC66-2C97-4064-B647-0470533E41B9},40.0933583724373,-88.28505721515376
123,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,124,Not Specified,AERIAL,E,Brett Dr,73,Not Specified,{5BCEC04D-57EC-4E20-8897-D30CDAF88BB6},40.09250113155253,-88.28403787013964
124,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,125,Not Specified,AERIAL,E,Winchester Dr,75,Not Specified,{2DDC4FAF-D93B-4A99-A0C9-6CBDCAF01383},40.0930730692944,-88.28348902788535
125,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,126,Not Specified,AERIAL,E,Southmoor Dr,103,Not Specified,{D98467D7-94CA-4A93-8492-28CB54A2EF97},40.09148803240971,-88.28272093560543
126,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,127,Not Specified,AERIAL,E,Winchester Dr,76,Not Specified,{3D9AA2E8-0AA5-4337-947D-BC52D8CAB0D9},40.09136595285971,-88.28174237032749
127,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,128,Not Specified,AERIAL,E,Winchester Dr,77,Not Specified,{9C5BC43C-0F81-4104-88C2-D21D2E45F13D},40.09271943085262,-88.28247254735535
128,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,129,Not Specified,AERIAL,E,Crescent Dr,78,Not Specified,{781B76E1-64DA-4E8D-980C-0F4FD9757142},40.09311196630129,-88.28194272864063
129,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,130,Not Specified,AERIAL,E,Crescent Dr,79,Not Specified,{9B25D03F-71F2-4FFE-A5B5-CD5B2D7A07B4},40.09204077107193,-88.28053905048387
130,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,131,Not Specified,AERIAL,E,Clover Ln,104,Not Specified,{A926A1E3-8114-48CB-9749-E7D2D5A5B540},40.091929725668464,-88.27979003826749
131,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,132,Not Specified,AERIAL,E,Barberry Cr,80,Not Specified,{0DCE3E89-1285-42C0-9031-D92E6B9EFF99},40.08990305315161,-88.27935281220262
132,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,133,Not Specified,AERIAL,E,Clover Ln,81,Not Specified,{E287080F-EAFC-4E49-9684-0B45F98645BC},40.08981530067924,-88.27961299139689
133,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,134,Not Specified,AERIAL,E,Winchester Dr,82,Not Specified,{79D8F1C0-B41F-40AB-863E-6FD537138F91},40.09064123407229,-88.28170938860549
134,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,135,Not Specified,AERIAL,E,Southmoor Dr,83,Not Specified,{2E148E2D-A81E-4FD2-ADB8-2860B29196B6},40.091554310377006,-88.28542071753864
135,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,136,Not Specified,AERIAL,E,Rebecca Dr,86,Not Specified,{5A543D12-F940-421E-8794-5A8F9178F12C},40.08995420262014,-88.28522285860852
136,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,137,Not Specified,AERIAL,E,Winchester Dr,88,Not Specified,{09C2C02C-02A0-4465-B2CA-F80E15B9C57D},40.089909907696715,-88.28169149589358
137,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,138,Not Specified,AERIAL,E,Winchester Dr,90,Not Specified,{FECB6E0C-E0EC-4629-A680-ADAF922B6585},40.08628318376507,-88.28165939644082
138,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,139,Not Specified,AERIAL,E,Rebecca Dr,105,Not Specified,{EC018A79-D106-48F1-8E09-F125E6E10255},40.08559631897398,-88.28522268787638
139,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,140,Not Specified,AERIAL,E,Sumac Dr,106,Not Specified,{21E94948-7F88-4E27-9B2B-6E421F373737},40.085475141916355,-88.28062172107492
140,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,141,Not Specified,AERIAL,E,Sumac Dr,92,Not Specified,{256B1FE8-15BE-4752-8A0C-330FA59D1FDF},40.08554704152757,-88.28164836951888
141,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,142,Not Specified,AERIAL,E,Branch Rd,93,Not Specified,{3DD33D82-5EEB-4066-ADC5-375571EE32FD},40.08716070178135,-88.28160908297374
142,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,143,Not Specified,AERIAL,E,Winchester Dr,94,Not Specified,{0C60694D-BB80-46C9-8E17-C313D8CD63EB},40.087745409034206,-88.28166776640376
143,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,144,Not Specified,AERIAL,E,Winchester Dr,95,Not Specified,{23E2BD64-3339-41F3-BB46-6CA589D3EEFA},40.08846352757264,-88.28168881435674
144,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,145,Not Specified,AERIAL,E,Winchester Dr,96,Not Specified,{BFB7E3F4-65CD-4774-BB34-3569E1D81AFA},40.089182066185295,-88.28168870050132
145,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,146,Not Specified,AERIAL,E,Rebecca Dr,107,Not Specified,{9B6AA915-ADC5-492B-9043-21BDA028BD01},40.0892305357488,-88.28525728325022
146,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,147,Not Specified,AERIAL,E,Rebecca Dr,108,Not Specified,{EAC8AC5D-47C0-4F27-A3BE-3546D3617B57},40.08849655517258,-88.28521454632528
147,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,2015-01-01,Streetname,Not Specified,D3-1,Champaign,148,Not Specified,AERIAL,E,Rebecca Dr,109,Not Specified,{4077C55E-E369-4179-9483-9D0C2EAE7AE3},40.087768953695395,-88.28523480131416
148,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,149,Not Specified,AERIAL,E,Branch Rd,97,Not Specified,{5881ECB9-32D7-4A4A-A7B4-F77279D59136},40.08704505941044,-88.28519938812188
149,No Outlet,"18"" X 18""",Not Specified,Unpunched Telespar,2010-01-01,Warning,Not Specified,W14-2,Champaign,150,Not Specified,AERIAL,E,Not Specified,110,Not Specified,{E6AFCF25-0A51-4C3B-9B81-5685D878546C},40.08980872161952,-88.27907392831351
150,No Outlet,"18"" X 18""",Not Specified,Unpunched Telespar,2010-01-01,Warning,Not Specified,W14-2,Champaign,151,Not Specified,AERIAL,E,Not Specified,111,Not Specified,{AA8B41FB-3E90-4E0B-A82D-FCF807B54B33},40.085391992234314,-88.28536580133354
151,No Parking,"12"" X 18""",Not Specified,Punched Telespar,2013-01-01,Parking,Not Specified,R7-1,Champaign,152,Not Specified,AERIAL,B,Not Specified,112,Not Specified,{589DCFC1-B46F-43A0-B33E-75D5EE2CFAB3},40.12739608301954,-88.26280442551987
152,No Parking to Corner,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,HR7-11,Champaign,153,Not Specified,AERIAL,B,Not Specified,113,Not Specified,{EC2C52BC-701A-459A-BDD1-F830A4C3CD33},40.13154538128238,-88.26268171510934
153,40 mph Speed Limit,"30"" X 36""",40 mph,Streetlight,,Regulatory,Not Specified,R2-1,Champaign,154,Not Specified,AERIAL,B,Not Specified,114,Not Specified,{EC384115-A3F8-4F8D-804B-48F483093650},40.13429116564779,-88.26304043575405
154,Stop,"30""",Not Specified,Power Pole,,Regulatory,Not Specified,R1-1,Champaign,155,Not Specified,AERIAL,B,Not Specified,115,Not Specified,{69A92752-D717-49D5-8CF7-6D291DACE177},40.13249821133742,-88.25914739205794
155,Stop,"30""",Not Specified,Punched Telespar,2015-01-01,Regulatory,Not Specified,R1-1,Champaign,156,Not Specified,AERIAL,B,Not Specified,116,Not Specified,{B7F81502-7C54-44B2-896A-29A98BD4D1E8},40.13410255338947,-88.26268441418394
156,Stop,"30""",Not Specified,Punched Telespar,2014-01-01,Regulatory,Not Specified,R1-1,Champaign,157,Not Specified,AERIAL,B,Not Specified,117,Not Specified,{9EB904FB-5C1C-4A37-B8A1-29E6339DB562},40.13098527349066,-88.26288842487023
157,Streetname,"8"" X 36""",Not Specified,Punched Telespar,2019-01-01,Streetname,Not Specified,D3-1,IDOT,159,Not Specified,AERIAL,B,N Prospect Ave,119,Not Specified,{1C46DBCA-7894-47FB-B05D-67FDE3ADA642},40.130926286817136,-88.25812011322688
158,Streetname,"8"" X 36""",Not Specified,Punched Telespar,2015-01-01,Streetname,Not Specified,D3-1,Champaign,160,Not Specified,AERIAL,B,N McKinley Ave,116,Not Specified,{D4741DE3-8F87-4466-A110-400750C4C362},40.13410255338947,-88.26268441418394
159,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,2015-01-01,Streetname,Not Specified,D3-1,Champaign,162,Not Specified,AERIAL,B,Francis Dr,117,Not Specified,{7EAA4B9D-F4A5-47D9-A604-412F50018CA3},40.131058322974866,-88.26266082862902
160,No Parking,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,R7-1,Champaign,163,Not Specified,AERIAL,F,Not Specified,120,Not Specified,{CE818C18-59C3-4468-B349-42B4DC53F97A},40.09721203511301,-88.2766049741968
161,No Parking,"12"" X 18""",Not Specified,Punched Telespar,,Parking,Not Specified,R7-1,Champaign,164,Not Specified,AERIAL,F,Not Specified,121,Not Specified,{FA761E65-20BC-4959-9C09-4F02D68A6ADB},40.09230762322511,-88.27655461041648
162,35 mph Speed Limit,"24"" X 30""",Not Specified,Punched Telespar,,Regulatory,Not Specified,R2-1,Champaign,165,Not Specified,AERIAL,F,Not Specified,120,Not Specified,{59F98D51-BD63-4EF7-A575-57BE7F17812E},40.09721203511301,-88.2766049741968
163,35 mph Speed Limit,"24"" X 30""",Not Specified,Punched Telespar,,Regulatory,Not Specified,R2-1,Champaign,166,Not Specified,AERIAL,E,Not Specified,122,Not Specified,{84871238-0978-431E-B952-C4B7D9C9EF88},40.08436311314244,-88.28769024551256
164,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,167,Not Specified,AERIAL,F,Not Specified,123,Not Specified,{DCD335B7-1D5A-42DD-9DB0-7179E3722128},40.094982705130334,-88.27662443806159
165,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,168,Not Specified,AERIAL,F,Not Specified,124,Not Specified,{1B928826-C787-4C94-8880-9B73E530C077},40.09422682866445,-88.2766366902957
166,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,169,Not Specified,AERIAL,F,Not Specified,125,Not Specified,{7231F9D4-9713-4B7F-A5CF-B32B58E933DB},40.093490531458784,-88.27660787301133
167,Stop,"30""",Not Specified,Unpunched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,170,Not Specified,AERIAL,F,Not Specified,126,Not Specified,{1235B977-163A-4432-B246-951B22144B3C},40.08958908496891,-88.27656978672931
168,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,171,Not Specified,AERIAL,F,Not Specified,127,Not Specified,{CF4A1929-4347-4117-8884-F8174A3E30FB},40.08780289032818,-88.27659673876819
169,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,172,Not Specified,AERIAL,F,Not Specified,128,Not Specified,{A4B11867-9A9D-40D2-BE29-02437C113A0F},40.086860098597256,-88.27654180020862
170,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,173,Not Specified,AERIAL,E,Not Specified,129,Not Specified,{7E3DAED4-94C7-4C36-BD92-680BFFA937EA},40.08836101266136,-88.27958246071735
171,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,174,Not Specified,AERIAL,E,Not Specified,130,Not Specified,{94EE6E3A-FC2D-48A0-9629-207506975C9E},40.08845292128045,-88.27936047845384
172,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,175,Not Specified,AERIAL,E,Not Specified,131,Not Specified,{7DD62175-CF7B-4ADD-B3E4-2DD4BFE4E556},40.087065981396364,-88.27847214267165
173,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,176,Not Specified,AERIAL,E,Not Specified,132,Not Specified,{E165D569-FB46-4556-80E3-F2193F5F41F2},40.08685860652992,-88.27939344597718
174,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,177,Not Specified,AERIAL,F,Not Specified,133,Not Specified,{9FA07769-9C81-42CE-9B71-61DCFB0F18DE},40.0855038269357,-88.27652722811989
175,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,178,Not Specified,AERIAL,F,Not Specified,134,Not Specified,{2DC4C687-9A2D-422A-8940-2F663A924020},40.085451444493046,-88.27693818128239
176,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,179,Not Specified,AERIAL,E,Not Specified,135,Not Specified,{76EE809E-07CA-4CD0-8ACA-FEC2273217C2},40.08563698525501,-88.27706297989472
177,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,180,Not Specified,AERIAL,E,Not Specified,136,Not Specified,{7B837E43-AC50-479A-ADC9-3C516610AFC2},40.08540973512152,-88.27936705247666
178,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,181,Not Specified,AERIAL,E,Not Specified,137,Not Specified,{E87B5AB6-7776-4AC9-8720-09CE8795A949},40.085589016698385,-88.27950369345794
179,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,182,Not Specified,AERIAL,E,Not Specified,138,Not Specified,{48F91336-818E-47A4-9AF7-87F3515DFA04},40.08390067235179,-88.28137481097498
180,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,183,Not Specified,AERIAL,E,Not Specified,139,Not Specified,{460CB13E-0EF2-470D-B744-99CC4D745416},40.083986079421216,-88.28789737875934
181,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,184,Not Specified,AERIAL,E,Not Specified,140,Not Specified,{7ECD9DCA-6570-4D69-86EF-0FBFC727A336},40.084553710121305,-88.2876386890993
182,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,185,Not Specified,AERIAL,E,Not Specified,141,Not Specified,{BA18087F-6551-49A4-BCEA-79840E1E7577},40.084460503254874,-88.28795989284419
183,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,186,Not Specified,AERIAL,E,Not Specified,142,Not Specified,{5D57A012-7742-4EAD-A167-5291A6831821},40.08670392774029,-88.29498158754176
184,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,187,Not Specified,AERIAL,E,Not Specified,143,Not Specified,{9006817D-62C1-4CEB-928C-E9D2F24CF7DB},40.08875511525148,-88.29503561748714
185,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,188,Not Specified,AERIAL,E,Not Specified,144,Not Specified,{4C9B4091-22DF-47CA-9050-D3BBE2F6E831},40.087864905431076,-88.29503435281225
186,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,189,Not Specified,AERIAL,E,Not Specified,145,Not Specified,{62A54EF2-5784-4835-B20F-48AB1540FE01},40.086743274499575,-88.28845126478704
187,Stop,"30""",Not Specified,Punched Telespar,2010-01-01,Regulatory,Not Specified,R1-1,Champaign,190,Not Specified,AERIAL,E,Not Specified,146,Not Specified,{5DE8D783-37E8-4DD6-A952-A7C052E2531B},40.08684835047833,-88.28813288189906
188,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,191,Not Specified,AERIAL,F,S Mattis Ave,123,Not Specified,{90B52CC6-0EF3-4883-802D-2C3122E7AA04},40.094982705130334,-88.27662443806159
189,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,192,Not Specified,AERIAL,F,S Mattis Ave,124,Not Specified,{44EBD3E2-A4AC-46EF-B2C5-5D263C9EE26A},40.09422682866445,-88.2766366902957
190,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,193,Not Specified,AERIAL,F,S Mattis Ave,125,Not Specified,{F7DAE5A8-8A5D-44F3-ADD1-AF3B021A9E23},40.093490531458784,-88.27660787301133
191,Streetname,"6"" X 30""/ 6"" X 30""",Not Specified,Punched Telespar,,Streetname,Not Specified,D3-1,Champaign,194,Not Specified,AERIAL,F,S Mattis Ave,126,Not Specified,{7F997975-D17D-42B5-8524-D62906084422},40.08958908496891,-88.27656978672931
