OBJECTID,Pole_Material,Pole_Arm_Type,Luminaire_Type,Lamp_Type,Lamp_Wattage,Controller_ID,Northing,Easting,Pole_Height,InstallDate,FACILITYID,Receptacle,ControllerCircuit,Pole_Color,Pole_Manufacturer,Lamp_Manufacturer,Decorative,Notes,Location_Adjusted,RepairYear,FieldVerifiedDate,GlobalID,Latitude,Longitude
3722,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1241206.8897,990914.55889,2.0,2018-01-01 06:00:00,9955,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{50D14243-527A-4614-8401-62A563091617},40.07494075410554,-88.30952431697588
3723,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1241427.1977,990921.27194,8.0,2018-01-01 06:00:00,9956,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{25E84707-97EC-4070-9857-2C29FE855DB6},40.075545522736135,-88.30950011857432
3724,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1241499.01667,990911.49996,2.0,2018-01-01 06:00:00,9957,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{1AD58875-5083-4A23-8112-CAACB497A8E0},40.075742682479884,-88.30953496889349
3725,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1241707.6953,990917.87221,8.0,2018-01-01 06:00:00,9958,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{2818EF4D-6ECC-40C7-AF31-7E04EB790F53},40.076315527526596,-88.30951199835297
3726,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1241783.40465,990908.79461,2.0,2018-01-01 06:00:00,9959,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{0F65002F-F1B6-4C37-BA91-02A729CDB616},40.0765233655079,-88.30954436461883
3727,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1241989.15311,990915.48751,8.0,2018-01-01 06:00:00,9960,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{763BB553-E19C-4D32-9BB1-0FA03097BCE0},40.0770881667127,-88.30952025126487
3728,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1242060.13915,990906.61763,2.0,2018-01-01 06:00:00,9961,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{F2D50273-2F31-4F96-9320-32166346B00E},40.07728303903547,-88.30955187913102
3729,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1242269.50086,990912.83202,8.0,2018-01-01 06:00:00,9962,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{D0080580-7315-423D-95A2-26506AFB22F6},40.07785775826053,-88.30952947265557
3730,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1242341.45177,990904.10034,2.0,2018-01-01 06:00:00,9963,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{9A13F7DC-31CB-4F94-9541-DAAEFF309171},40.078055279207426,-88.30956060639738
3731,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1242546.35913,990908.6683,8.0,2018-01-01 06:00:00,9964,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{DAC91E99-F84A-458A-90C9-EE412CAA8BA4},40.07861777260932,-88.30954408719582
3732,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1242585.34874,990901.46168,2.0,2018-01-01 06:00:00,9965,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{939DB2FE-D952-4E11-BAA4-7869D88FAC62},40.07872480969287,-88.30956980335648
3733,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1242827.56163,990905.01955,8.0,2018-01-01 06:00:00,9966,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{5425AE66-7406-47AF-93B2-71A5F657895E},40.07938971172211,-88.30955685719006
3734,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1242900.70573,990898.31601,2.0,2018-01-01 06:00:00,9967,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{2A4B073E-0BD5-4D3B-B7A2-4FFEC1A48EF0},40.07959050671549,-88.30958074374081
3735,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1243112.29498,990925.44028,8.0,2018-01-01 06:00:00,9968,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{95ACC84D-0586-4554-A897-87BE7283969F},40.0801713256344,-88.30948360993406
3736,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1243171.84554,990918.48736,2.0,2018-01-01 06:00:00,9969,No,B,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{FD80FB0F-C379-478B-A39E-78C3250B9B72},40.08033480409644,-88.30950839943691
3737,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1243220.27227,990967.11811,8.0,2018-01-01 06:00:00,9970,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{8FDB0453-D988-475C-A197-663AD011746A},40.08046770571127,-88.30933456535145
3738,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1243040.12201,990967.97453,2.0,2018-01-01 06:00:00,9971,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{91E2C78E-46D3-4DE0-8583-8E72779AD9EF},40.07997317004806,-88.30933167772083
3739,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1242973.75742,990949.16913,8.0,2018-01-01 06:00:00,9972,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{B714F80F-10A8-4ABE-A50C-627AA996E537},40.07979100540669,-88.309398944751
3740,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1242768.37551,990957.54312,2.0,2018-01-01 06:00:00,9973,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{87B23F90-D90F-4547-B962-057CB7C6B292},40.07922719937062,-88.30936921704769
3741,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1242691.59421,990950.77258,8.0,2018-01-01 06:00:00,9974,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{E8165F9F-1F1C-4902-8373-8BDE76160EAC},40.079016429895475,-88.30939348629694
3742,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1242482.65543,990960.88336,2.0,2018-01-01 06:00:00,9975,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{1889C26B-D1D0-49B5-9838-F3AD7CDE659D},40.07844285966596,-88.30935755562258
3743,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1242411.05475,990953.00397,8.0,2018-01-01 06:00:00,9976,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{C77220E4-860D-4C70-9DF0-83F410402D71},40.07824631283693,-88.30938578240169
3744,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1242199.71608,990963.40275,2.0,2018-01-01 06:00:00,9977,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{F99459A5-A190-46A8-81D9-2BCF1841D30A},40.07766615330364,-88.30934882513507
3745,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1242129.7553,990955.5958,8.0,2018-01-01 06:00:00,9978,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{89D52131-13BF-473D-821A-B557BE7490B0},40.077474107747484,-88.30937679093977
3746,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1241940.62554,990966.21147,2.0,2018-01-01 06:00:00,9979,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{F021676D-83A2-44BC-AF5F-1D7E2E3B120D},40.07695491435435,-88.30933903781678
3747,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1241848.32215,990958.47439,8.0,2018-01-01 06:00:00,9980,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{E6B27A01-DC93-40DB-AC43-E0811BC01B76},40.07670153578552,-88.30936677513925
3748,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1241636.27558,990969.24347,2.0,2018-01-01 06:00:00,9981,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{8683CDEA-42E7-48D5-95AC-3476828A8BC8},40.076119433156734,-88.30932849593134
3749,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1241568.12421,990961.70381,8.0,2018-01-01 06:00:00,9982,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{9FEAA2A1-D5B4-409B-8DC8-FCF351756C33},40.07593235433421,-88.30935550393201
3750,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1241355.49617,990971.63561,2.0,2018-01-01 06:00:00,9983,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{BBE755DF-3C3F-4615-B491-669FA976E023},40.075348656327066,-88.30932021885185
3751,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1241280.062,990964.33078,8.0,2018-01-01 06:00:00,9984,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{0898CF68-3B5A-4CAD-8506-DACEA83057B2},40.075141585105484,-88.30934639417376
3752,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1241059.39564,990975.06632,2.0,2018-01-01 06:00:00,9985,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{4FFEEDFE-C585-4DEB-A592-B1F93F439EA9},40.074535819162364,-88.30930824507314
3753,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1240996.45915,990966.87613,8.0,2018-01-01 06:00:00,9986,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{8710CB76-7CE4-4878-8FED-0A52ABF5B679},40.07436305720355,-88.30933757223973
3754,Cast Aluminum,Other,Teardrop,LED,Not Specified,SL132,1240770.36276,990977.75672,2.0,2018-01-01 06:00:00,9987,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{08ADA7F3-9186-4717-8CB7-EEA55D588D66},40.073742384724824,-88.30929891071544
3755,Cast Aluminum,Other,Cobra,LED,Not Specified,SL132,1240701.35759,990970.09025,8.0,2018-01-01 06:00:00,9988,No,A,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{64D4DF74-7161-42CB-9DDB-E276EA2F4DFE},40.073552962483774,-88.30932637119807
3756,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL130,1240539.38805,989704.91621,5.0,2018-01-01 06:00:00,9989,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{532C325B-46DB-4771-9698-86401B097363},40.07310918392535,-88.31384731624121
3757,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL130,1240379.33334,989702.16749,5.0,2018-01-01 06:00:00,9990,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{F70146C4-60BE-4299-A735-4297980EFA4A},40.07266981446473,-88.31385726312973
3758,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL130,1240197.63315,989701.14292,5.0,2018-01-01 06:00:00,9991,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{FED92A45-1C51-4528-A71D-90A8EDB95499},40.07217102478637,-88.31386106632131
3759,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL130,1240017.47909,989705.17663,5.0,2018-01-01 06:00:00,9992,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{6CEFC3B3-0368-4779-9B64-BE1C7F87B241},40.07167647580101,-88.31384679371878
3760,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL130,1239874.35994,989708.55061,5.0,2018-01-01 06:00:00,9993,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{9DC20792-C94D-44B1-8B22-95EF5648A508},40.071283593145246,-88.31383484981073
3761,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL130,1239702.66062,989709.87391,5.0,2018-01-01 06:00:00,9994,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{86A9F558-08D1-4714-85D0-950AAF15061E},40.07081225588574,-88.31383025638162
3762,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL130,1239522.81433,989710.93291,5.0,2018-01-01 06:00:00,9995,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{E49866BD-0FB5-4EF8-8FC6-075DFBED7DA2},40.07031855336286,-88.31382661307786
3763,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL131,1240715.1798,989695.98977,5.0,2018-01-01 06:00:00,9996,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{CBDA1A1B-D827-4B44-996A-DCB7075F3DAE},40.073591760033864,-88.31387907438736
3764,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL131,1240895.26901,989693.58755,5.0,2018-01-01 06:00:00,9997,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{3FDB6D8B-6416-4727-8FE5-CC98715B67CF},40.07408612954802,-88.3138875176125
3765,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL131,1241075.36375,989691.77067,5.0,2018-01-01 06:00:00,9998,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{B8C2C8DD-D116-4FB7-AF9B-C175C58AF6EF},40.07458051397907,-88.31389386948105
3766,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL131,1241250.94328,989694.17569,5.0,2018-01-01 06:00:00,9999,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{5DDBECD5-3F6E-4733-B3DD-8A3DD02967BE},40.07506250135452,-88.31388513905318
3767,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL131,1241433.22699,989692.59943,5.0,2018-01-01 06:00:00,10000,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{ACE3A0DF-16AD-4E85-807D-157933EB1B2D},40.0755628945661,-88.31389062876617
3768,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL131,1241616.03005,989686.88632,5.0,2018-01-01 06:00:00,10001,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{98158534-B628-42FE-B3FB-C12D48B2E1F2},40.07606471501122,-88.31391090181094
3769,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL131,1241796.59276,989684.15061,5.0,2018-01-01 06:00:00,10002,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{52E4ADE8-E139-48E9-BD1C-227B1AFEED1F},40.076560385021665,-88.3139205363375
3770,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL130,1239289.79481,990498.11635,5.0,2018-01-01 06:00:00,10003,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{E51244E7-A6F1-4C3C-AB11-1F16AE7F1378},40.06968149120793,-88.31101088445045
3771,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL130,1239290.15821,990318.69012,5.0,2018-01-01 06:00:00,10004,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{CA3057F6-410B-458E-92DF-939704318A7E},40.06968527874925,-88.31165315508129
3772,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL130,1239291.34808,990138.1596,5.0,2018-01-01 06:00:00,10005,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{94FEFF41-C2EF-464C-A40B-96E04D88EB3A},40.06968327994839,-88.31229638765005
3773,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL130,1239291.82976,989959.11142,5.0,2018-01-01 06:00:00,10006,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{AA941B8F-8740-45C7-96C5-97C490B1098B},40.06968431818151,-88.31294003308598
3774,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL130,1239292.63116,989798.5589,5.0,2018-01-01 06:00:00,10007,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{559D6A7A-8FFC-4399-B0E1-FFD3F02B61EC},40.06968661708325,-88.31351369856105
3775,Aluminum,Truss Arm,Cobra,LED,Not Specified,SL130,1239344.40236,989723.40959,5.0,2018-01-01 06:00:00,10008,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{F0D802F7-48AB-4CA5-8696-820793E3C94D},40.069828781481824,-88.31378217257502
3776,Steel,Traffic Signal,Cobra,LED,Not Specified,TS131,,,5.0,2018-01-01 06:00:00,10009,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{F7CD146E-36CE-49FC-8F53-0D40BABAD322},40.07337253842031,-88.3140845957334
3777,Steel,Traffic Signal,Cobra,LED,Not Specified,TS131,,,5.0,2018-01-01 06:00:00,10010,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{8CF7B62D-F32F-407B-9EE6-238D43EEF8E0},40.07317052638116,-88.31408175109556
3778,Steel,Traffic Signal,Cobra,LED,Not Specified,TS131,,,5.0,2018-01-01 06:00:00,10011,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{7650BFAA-EB28-43F8-A31E-C480547FB4BE},40.07345904579128,-88.31387404298798
3779,Steel,Traffic Signal,Cobra,LED,Not Specified,TS130,,,5.0,2018-01-01 06:00:00,10012,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{0AD7E72D-55C7-4482-B18A-F7ABC2956D82},40.06968896772547,-88.31038132099384
3780,Steel,Traffic Signal,Cobra,LED,Not Specified,TS130,,,5.0,2018-01-01 06:00:00,10013,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{0D89ACA3-643A-4651-B535-72B0DAD19CFD},40.069367257775944,-88.31029161854177
3781,Steel,Traffic Signal,Cobra,LED,Not Specified,TS130,,,5.0,2018-01-01 06:00:00,10014,No,Not Specified,Black,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{7661E511-36E4-45AE-8FF3-765F0CAFCFF0},40.06936777304919,-88.30983925224247
3782,Aluminum,Truss Arm,Cobra,HPS,250,SL030,,,4.0,2018-01-01 06:00:00,10015,No,Not Specified,Green,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{2400F300-D4A8-4CFB-8F66-8A505324878A},40.11443802108398,-88.24430169846451
3783,Aluminum,Truss Arm,Cobra,HPS,250,SL030,,,4.0,2018-01-01 06:00:00,10016,No,Not Specified,Green,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{F1D56C39-ED72-4387-BB86-479548121DA3},40.11443955205842,-88.24387612785573
3784,Aluminum,Pipe Arm,Cobra,HPS,Not Specified,SL030,,,4.0,,10017,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,GPS,Not Specified,Not Specified,{920861D0-3E29-4173-AFDB-0F97AF882FFD},40.11456251522431,-88.24359903162694
3785,Cast Aluminum,Other,Globe,Not Specified,Not Specified,SL030,,,1.0,2018-01-01 06:00:00,10018,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{7F5F3F44-AC17-4944-A0D5-4CDC751B0A85},40.11480013531181,-88.24358652673308
3786,Aluminum,Truss Arm,Cobra,HPS,250,SL032,,,6.0,,10019,No,H,Black,Not Specified,GE,No,Not Specified,Not Specified,Not Specified,Not Specified,{2213BA5A-A484-4D93-AD37-07F70F58FCF4},40.11833526078346,-88.24365604513824
3787,Aluminum,Truss Arm,Cobra,Not Specified,Not Specified,SL032,,,6.0,,10020,No,H,Black,Not Specified,GE,No,Not Specified,Not Specified,Not Specified,Not Specified,{DFADB909-D77F-4E7A-8557-51DF74110123},40.11809965415778,-88.24342977562591
3788,Other,Wall Pack,Other,LED,286(LED),SL119,,,7.0,2018-01-01 06:00:00,10021,No,Not Specified,Other,N/A,GE,No,Added from plans,GPS,Not Specified,Not Specified,{BEFA7F13-BBEF-44C0-9918-D4E9AD960ADD},40.1101355088507,-88.24224433285197
3789,Other,Wall Pack,Other,LED,286(LED),SL119,,,7.0,2018-01-01 06:00:00,10022,No,Not Specified,Other,N/A,GE,No,Added from plans,GPS,Not Specified,Not Specified,{A8372239-9F48-46AA-9682-59C761654470},40.110136371287055,-88.24216832035475
3790,Other,Wall Pack,Other,LED,286(LED),SL119,,,7.0,2018-01-01 06:00:00,10023,No,Not Specified,Other,N/A,GE,No,Added from plans,GPS,Not Specified,Not Specified,{4FEEF905-A349-4DD3-A11A-6F0316D9D9C2},40.110137679971054,-88.24210093086369
3791,Other,Wall Pack,Other,LED,286(LED),SL119,,,7.0,2018-01-01 06:00:00,10024,No,Not Specified,Other,N/A,GE,No,Added from plans,GPS,Not Specified,Not Specified,{AEDAB142-4652-4BBD-A9D8-DC6DE373EA33},40.11024514626498,-88.24222690886724
3792,Other,Wall Pack,Other,LED,286(LED),SL119,,,7.0,2018-01-01 06:00:00,10025,No,Not Specified,Other,N/A,GE,No,Added from plans,GPS,Not Specified,Not Specified,{D5739067-9627-4686-ABE8-DA3139CFE4C5},40.11024389650242,-88.24215061521139
3793,Other,Wall Pack,Other,LED,286(LED),SL119,,,7.0,2018-01-01 06:00:00,10026,No,Not Specified,Other,N/A,GE,No,Added from plans,GPS,Not Specified,Not Specified,{D868A2B1-8ABE-441C-AF47-A5E54C021BFD},40.11024342909064,-88.24208087267934
3794,Cast Aluminum,Combo,Teardrop/Teardrop,LED,250/100,SL118,,,8.0,2018-01-01 06:00:00,10027,No,118A8,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{00ECF553-B6DD-4756-B0CF-11F079F46498},40.110565844683514,-88.23861866583721
3795,Not Specified,Not Specified,Not Specified,LED,Not Specified,SL111,,,,,10028,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,Not Specified,Not Specified,Not Specified,{902F4418-517C-4287-AC07-E75D079322C1},40.15031985619564,-88.26283058637907
3796,Not Specified,Not Specified,Not Specified,LED,Not Specified,SL111,,,,,10029,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,Not Specified,Not Specified,Not Specified,{7CCAEB94-D639-4501-9F7D-5F89A0F20433},40.15097489890107,-88.26300685515773
3797,Cast Aluminum,Combo,Teardrop,LED,286(LED)/66(LED),SL117,,,8.0,,10030,Yes,117C5,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,10/12/18,{D595E125-F86D-4698-A93B-BBE505721FE9},40.110360842620935,-88.23698624275733
3798,Cast Aluminum,Other,Teardrop,Not Specified,Not Specified,SL117,,,2.0,,10031,No,117D5,Black,Sternberg,GE,Yes,Not Specified,GPS,Not Specified,Not Specified,{AAEA953F-5B5F-4963-BABA-D4E4AFB47714},40.11051693512036,-88.2369675412495
3799,Steel,Traffic Signal,Cobra,HPS,250,SL075,,,6.0,,10033,No,Not Specified,Black,Not Specified,GE,No,Not Specified,Not Specified,Not Specified,Not Specified,{7EA66626-5746-482F-95BC-FF3D40B362CD},40.06955345830446,-88.27598526904224
3800,Steel,Traffic Signal,Cobra,HPS,250,SL075,,,6.0,,10034,No,Not Specified,Black,Not Specified,GE,No,Not Specified,Not Specified,Not Specified,Not Specified,{E77320E2-5CFD-4929-A6CE-6EEA570DC3D6},40.06955121964575,-88.27627775430899
3801,Steel,Traffic Signal,Cobra,HPS,250,SL075,,,6.0,,10035,No,Not Specified,Black,Not Specified,GE,No,Not Specified,Not Specified,Not Specified,Not Specified,{6BF987DD-2C2E-4ECD-A7B4-585EDC17A476},40.06947904960466,-88.27634418921463
3802,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,SL035,,,,,10038,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,{507C509A-29F8-4DF6-AA5A-71E65EE06622},40.11632581774018,-88.24691480809813
3803,Steel,Truss Arm,Cobra,LED,286(LED),SL114,,,5.0,,10039,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{CE6DC782-4B84-4969-A522-303233AAD73C},40.11621800834046,-88.24502095400678
3804,Steel,Truss Arm,Cobra,LED,286(LED),SL114,,,5.0,,10040,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{B35A9B31-292B-4FB4-844D-0191A8B37506},40.11644026786884,-88.24509050161767
3805,Steel,Truss Arm,Cobra,LED,286(LED),SL114,,,5.0,,10041,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{C8B2606D-1DE6-43D6-8C46-386E35736CB9},40.116385799736015,-88.24530092886549
3806,Steel,Traffic Signal,Cobra,HPS,250,SL109,,,5.0,,10042,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{04C4E3E5-8ABE-4B2B-B3D3-3E1FE1FF8F68},40.11624279405937,-88.23366810368837
3807,Cast Aluminum,Other,Teardrop,LED,250/100,SL123,,,8.0,2018-09-01 05:00:00,10045,Yes,123A8,Black,Sternberg,LED,Yes,Not Specified,GPS,Not Specified,Not Specified,{F143A2FB-242C-49E3-9FAB-63A30EB29B40},40.114552243967545,-88.23217135398919
3808,Cast Aluminum,Other,Teardrop,LED,250/100,SL123,,,8.0,2018-09-01 05:00:00,10046,Yes,123D1,Black,Sternberg,LED,Yes,Not Specified,GPS,Not Specified,Not Specified,{28B10D9D-72D5-4703-BE0B-40F968CF30FB},40.1143596661318,-88.2366659221847
3809,Cast Aluminum,Other,Teardrop,LED,250/100,SL123,,,8.0,2018-09-01 05:00:00,10047,Yes,123D5,Black,Sternberg,LED,Yes,Not Specified,GPS,Not Specified,Not Specified,{EAA0DA8A-D606-4E96-8B11-13ABB176303F},40.114367954909106,-88.2349496224558
3810,Cast Aluminum,Other,Teardrop,LED,250/100,SL123,,,8.0,2018-09-01 05:00:00,10048,Yes,123B6,Black,Sternberg,LED,Yes,Not Specified,GPS,Not Specified,Not Specified,{72E3ACAB-4C17-4809-81EC-224D2501D37A},40.11447558605731,-88.23463336614971
3811,Cast Aluminum,Other,Teardrop,LED,250/100,SL123,,,8.0,2018-09-01 05:00:00,10049,Yes,123D6,Black,Sternberg,LED,Yes,Not Specified,GPS,Not Specified,Not Specified,{35E0949F-1FEB-41B8-BC3E-B2137CF42F17},40.11436726098731,-88.23430551341067
3812,Cast Aluminum,Other,Teardrop,LED,250/100,SL123,,,8.0,2018-09-01 05:00:00,10050,Yes,123B7,Black,Sternberg,LED,Yes,Not Specified,GPS,Not Specified,Not Specified,{E6562476-807E-4E64-B02E-1809B0FCC49E},40.11448070844944,-88.23401345555135
3813,Cast Aluminum,Other,Teardrop,LED,250/100,SL123,,,8.0,2018-09-01 05:00:00,10051,Yes,123D7,Black,Sternberg,LED,Yes,Not Specified,GPS,Not Specified,Not Specified,{0EA19510-2BDE-4F94-8433-2075D1430584},40.11432092329679,-88.2336152054538
